SMILES,LOGS
CC(O)(CC(O)=O)C(O)=O,0.3
OC(=O)C1=CC=CC=N1,-0.3
CC(C)(O)C(O)=O,0.56
CC1=CC=CC(O)=C1,-0.63
OC(=O)CCCCCCCC\C=C\C(O)=O,-3.11
CC12CCC(CC1)C(C)(C)O2,-3.84
O[C@H]([C@@H](O)C(O)=O)C(O)=O,0.03
CCCCCCCCCCCCC\C=C\C(O)C(N)CO,-4.89
N[C@@H](CCO)C(O)=O,0.55
CC(=O)NCC(O)=O,-0.36
CC(O)CC(O)=O,0.71
NC(=O)C=C,0.23
CCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,-6.44
CC(O)C(C)=O,0.73
CN\C(NCCC[C@H](N)C(O)=O)=N/C,-2.11
[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],-2.15
CCCCCCCCCCCCCCCCCCO,-6.71
CCCCCC(C)=O,-1.7
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,-7.41
O=C1NC2=C(NC=N2)C(=O)N1,-1.49
CCCCCCCCCC=O,-4.31
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,-1.3
NC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC(NC2=CC=CC=C2)=N1,-1.96
CCCCCCCCCCCCC(O)=O,-4.74
N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O,-2.8
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-6.25
C[N+]1=CC=CC(=C1)C(N)=O,-2.38
CC(C)C(=O)NCC(O)=O,-0.91
CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,-0.56
OC(=O)[C@@H]1CCCCN1,0.09
OCC1=CC=CC=C1,-0.61
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,0.43
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.64
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)C(=O)CO,-0.89
OC(=O)CCNC(O)=N,-0.4
[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,-3.94
OC(=O)CNC(=O)CC1=CC=C(O)C=C1,-2.02
NCCCC[C@@H](N)C(O)=O,-0.14
OC(=O)CCCCC(O)=O,-0.66
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,-7.41
O=C1CCCN1,0.8
CC(=O)CC(=O)CCC(O)=O,-0.82
CC(C)=CCC\C(C)=C/CO,-2.05
NCCC1=CC=CC=C1,-1.74
OC1=CC=C(C=C1)[N+]([O-])=O,-1.59
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,-4.35
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],0.5
CN1C(N)=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,-1.27
OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.82
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,-6.26
NCCCCN,0.43
CCC(C)=O,0.11
CC1=CC(C)=CC=C1,-2.72
CCC1=CC=C(O)C=C1,-1.3
CC1=CNC2=C1C=CC=C2,-1.63
O[C@H]1COC(O)[C@H](O)[C@H]1O,0.91
NCCC(N)C(O)=O,0.36
OC(=O)CNC(=O)CC1=CC=CC=C1,-2.46
OC(=O)C\C(=C\C(O)=O)C(O)=O,-1.41
CCCCCCCCCCC(O)=O,-3.91
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,-5.87
CN(C)CC(O)=O,0.96
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,-5.02
NCCO,1.14
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,-4.76
CCCCCCCCCC(O)CC(O)=O,-2.8
CC1=CC[C@@H](CC1)C(C)(C)O,-2
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,-4.8
CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,-7.58
O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,0.18
NC(=O)NC(NC(N)=O)C(O)=O,-1.42
OC(CC(O)=O)C1=CC(O)=CC=C1,-1.46
NCCCN,0.77
[H]OC1=C([H])C([H])=C([H])C([H])=C1O[H],-0.17
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3,-4.6
CN1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2,-1.77
CN(C)C,1.04
OC(=O)C1=CC(=O)C2=CC=CC=C2N1,-2.3
OC(CCCCCCC(O)=O)CC(O)=O,-1.81
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.23
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,-1.28
CN1C=NC2=NC=NC2=C1N,-1.89
COC(=O)CCCC(O)=O,-0.4
CC(=O)N[C@@H](CO)C(O)=O,-0.24
[H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(O)=O,-6.37
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,-2.39
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O,-0.58
O=C1CCCCN1,0.52
O[C@H](C(O)=O)C1=CC=CC=C1,-0.96
CN(C)C(=N)NC(N)=N,-1.97
OC(=O)CC1=CNC2=C1C=CC=C2,-2.1
NC1=NC(=O)C2=C(N1)NC(=O)C=N2,-1.86
O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,-0.29
OC1=CNC2=CC=CC=C12,-1.24
O\N=C(/CCC(O)=O)C(O)=O,-1.34
CC[C@@H](N)C(O)=O,0.54
CCC(O)=O,0.68
CC(=O)N[C@@H](CCCCN)C(O)=O,-1.07
OCCC1=CNC2=CC=C(O)C=C12,-1.91
OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,-1.4
OC(=O)CC1=C(O)C=CC(O)=C1,-1.32
OC(=O)[C@@H]1CC(=O)NC(=O)N1,-1.1
[H][C@](N)(CC1=CN=CN1C)C(O)=O,-1.39
CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,-2.58
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,-3.77
OC(=O)CNC(=O)CC=C,-0.41
N1C=CN=C1,0.9
CCC(C)(O)C(O)=O,0.47
CC1=C(O)C(CN)=C(CO)C=N1,-0.76
[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],0.64
OC[C@@H](O)[C@H](O)C(O)=O,0.55
NC(=O)C1=CC=CN=C1,-0.39
CN1C2=C(NC=N2)C(=O)N(C)C1=O,-0.9
COC1=CC(=CC=C1O)C(O)CO,-1.31
CCOC(C)=O,0.14
C[C@]12CCC(=O)C=C1CCC1C3CC[C@H](C(=O)CO)[C@]3(C[C@H](O)C21)C=O,-3.39
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,-3.9
[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,-3.38
[H]OC(=O)C1=C([H])C([H])=C([H])C(O[H])=C1O[H],-1.35
CC(=O)C(O)=O,0.18
CC1=CC(CC(O)=O)=CC=C1,-1.99
OC(=O)CCCCCCCCCCCCCCCCC(O)=O,-5.5
OC(=O)CC1=CC(O)=C(O)C=C1,-1.37
OCCC1=CC=C(O)C=C1,-0.74
NCC(O)=O,0.87
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,-4.8
CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,-0.28
OC(=O)C1=CC=C(O1)C(O)=O,-1.12
C[C@H](N)C(O)=O,0.7
OC(=O)CCCC\C=C\C(O)=O,-1.92
NCCC(O)=O,0.74
NCCCC(O)=O,0.55
NC1=CC=NC(=O)N1,-0.56
COC1=CC=C(\C=C\C(O)=O)C=C1,-2.51
NCCCC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,-1.63
CCC(C)CO,-0.32
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,-4.3
OC[C@H](O)C(O)[C@H](O)CO,0.64
OC(=O)CC1=CC(O)=CC=C1,-1.34
[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,-4.91
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,-4.09
CC(C)C(O)=O,0.35
CC(=C)[C@H]1CC=C(C)C(=O)C1,-2.11
CCCO,0.81
OC(=O)CNC(=O)C1=CN=CC=C1,-1.6
O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O,0.07
C[N+](C)(C)[O-],-0.11
C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,-4.58
OC(=O)CCCCCCCCCCCC(O)=O,-3.33
COC1=CC=C2NC=C(CCO)C2=C1,-2.47
C\C=C(/C)C(=O)NCC(O)=O,-1.32
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-4.84
CC1=CC=C(O)C=C1,-0.67
CCO,1.1
[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2,-4.76
CCCCC\C=C/C(O)=O,-2.28
OC[C@@H](O)C(O)=O,0.78
C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,-4.83
OC(CCCC(O)=O)C(O)=O,-0.36
CCCCC(C)=O,-1.09
OC(=O)CCC1=CC=C(O)C=C1,-1.79
N[C@@H](CCC(O)=O)C(O)=O,-0.26
CN1C=NC(CC(O)=O)=C1,-1.38
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,-7.35
CN1C(=O)NC2=C(NC(=O)N2)C1=O,-1.75
OC(=O)CCCCCCC(O)=O,-1.48
OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,-3.32
OCC=O,1.08
CC\C=C/CCO,-0.79
CC(C)=CCC\C(C)=C/CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,-5.91
OC(NC(=O)C1=CC=CC=C1)C(O)=O,-1.45
C[C@H](O)[C@H](O)C1=CNC2=NC(N)=NC(=O)C2=N1,-2.48
C[C@@H](CO)C(O)=O,0.74
C[N+](C)(C)C[C@@H](CC([O-])=O)OC(=O)CC(O)=O,-2.95
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,-6.01
COC1=CC(=CC=C1O)C(O)CN,-1.34
O=C1CCNC(=O)N1,-0.64
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,-4.18
OC[C@H]1OC(O)[C@H](O)[C@@H]1O,0.85
CC(C)CC(=O)N[C@@H](CCC(O)=O)C(O)=O,-1.56
CCC1CCC(=O)O1,-0.71
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,-3.06
CN(CC(O)=O)C(N)=N,-1.5
CN1C=NC2=C1C(O)=NC(=O)N2C,-1.37
O[C@@H](CC(O)=O)C(O)=O,0.21
[H]C([H])([H])C(=O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.18
CC(=C)C1CCC(CO)=CC1,-1.9
OC(=O)C1=CC=C(O)C=C1,-1.06
[H]OC(=O)C1=NC([H])=C([H])C([H])=C1C(=O)O[H],-1.61
N[C@@H](CO)C(O)=O,0.66
CN(C)C1=CC=CC=C1,-0.92
NC1=NC(=O)C2=C(N1)N=CN2,-1.82
N[C@@H](CCCCNC(N)=N)C(O)=O,-2.07
C1CCOC1,-0.01
C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,-2.4
CCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,-4.86
CN1C=NC2=NC=NC(N)=C12,-1.51
CC1=C(O)C(=O)C=CO1,0.03
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.1
CCCCCCCCCCCCCCCCO,-6.13
N[C@@H](CC1=CN=CN1)C(O)=O,-0.34
CC(=O)NCCCC[C@H](N)C(O)=O,-1.03
CCCCCC(=O)OCC,-2.09
O=CC1=CC=CC=C1,-1.29
OC(=O)C1=CC=CO1,-0.62
COC1=C(O)C=CC(CC(N)C(O)=O)=C1,-1.85
COC1=C(O)C=CC(CC(O)=O)=C1,-1.83
C[N+](C)(C)C[C@H](O)CC([O-])=O,-1.6
OC(=O)CCCCCCCCCCC(O)=O,-2.9
CC(C)C1=CCC(C)=CC1,-2.41
CCCCCCCC=O,-2.65
COC1=CC2=C(NC=C2C[C@H](N)C(O)=O)C=C1,-2.11
COC1=CC=CC(CCC(O)=O)=C1,-2.41
CC(=O)C1=CC=CC=C1,-1.95
CCCCCC\C=C/CCCCCCCC(O)=O,-5.76
CC1=CNC(=O)NC1=O,-1.07
[H]N1C([H])=C([H])C2=C([H])C([H])=C([H])C([H])=C12,-1.34
CC1=C(O)C(CO)=C(CO)C=N1,-1.02
CC(=O)CC(O)=O,0.37
OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,-0.09
CCCCCCCCCCCCCCCCCCCCCCC(O)=O,-7.14
CCCCCCCCCCCCCCCCCC(O)=O,-6.63
N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,-1.72
C[C@H](O)CC(O)=O,0.71
CC(=O)CCC(O)=O,0.08
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,-6.6
OCC(C(O)=O)C1=CC=CC=C1,-1.21
C/C(/C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O,-4.83
N[C@H](CC(O)=O)C(O)=O,0.03
CN1C(=O)NC2=C1C(=O)NC(=O)N2C,-1.31
CC(=O)NCCCC(O)=O,-0.86
COC1=C(O)C=C(\C=C\C(O)=O)C=C1,-2.35
OC(=O)C1=CNC2=CC=CC=C12,-1.82
N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-2.18
C[C@@H](O)[C@H](N)C(O)=O,0.6
CCOC(=O)C(C)O,0.47
[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO,0.55
CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,-5.44
CN1C(=O)NC2=C1NC(=O)N(C)C2=O,-1.37
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.06
CC1CCCC(=O)O1,-0.68
CC(C)=C1CCC(C)=CC1,-1.99
OCC(=O)CO,0.97
CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,-4.08
OC1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O,0.6
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.74
CCCCCCC(O)C(O)=O,-1.16
CC(C)[C@@H](N)CC(O)=O,-0.02
CN1C(=O)NC2=C1C(=O)N(C)C(=O)N2C,-0.87
C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,-6.14
CCCCCCCCCCCCCCCCCCCCCC(O)=O,-7.05
C1=CC=CC=C1,-1.85
C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,0.7
CC(C)C[C@H](O)C(O)=O,-0.03
CC(=O)OC1=CC=CC=C1,-1.79
CC(C)CC(=O)C(O)=O,-1.28
OC(=O)C1=NC2=C(C=CC=C2)C=C1,-2.36
OC(=O)\C=C/C=C\C(O)=O,-1.61
O=CC1=CC=CO1,-0.79
O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,-0.52
CC(C)(CC(O)=O)C(O)=O,-0.2
CCCCCCCCCCCC(O)=O,-4.3
CCC(=O)C(C)C,-0.8
CC1CNC(=O)NC1=O,-0.84
NCC(=O)N1CCC[C@H]1C(O)=O,0.21
OC1=CC=CC=C1C=O,-1.07
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.04
NC1=CC=CC=C1,-0.71
CC(=O)NCCCNCCCCNCCCN,-2.82
NC1=CC=C(C=C1)C(O)=O,-1.49
NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,-1.37
CCCCCC=O,-1.35
OC(=O)\C=C\C1=CC=C(O)C=C1,-2.21
CNC,1.06
[H]OC(=O)[C@@]1([H])N([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],0.57
CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,-4.07
CN1C(=O)NC2=C1NC(=O)NC2=O,-1.7
CC(C)CC(O)C(O)=O,-0.03
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,-4.59
[H]OC1=C([H])C([H])=C2C(=C1[H])C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H],-4.11
OC(CC(O)=O)C(O)=O,0.21
CC(C)(C(O)=O)C(O)=O,0.09
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,-4.84
COC1=C(O)C=CC(CCN)=C1,-1.49
OC(=O)C(=O)CC1=CC=C(O)C=C1,-2.08
OC(C(CC(O)=O)C(O)=O)C(O)=O,-0.56
NC1=CC=CC=C1C(O)=O,-1.3
CNC(N)=N,-0.67
NC(=N)NCC(O)=O,-1.45
CCCCC(=O)NCC(O)=O,-1.35
OC(=O)\C=C\C1=CC=CC=C1,-2.38
NC1=NC2=NC=CN=C2C(=O)N1,-2.04
OC(=O)CCC1=CC=CC=C1,-1.95
[H][C@@](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)CO,0.04
[H]OC(=O)C([H])([H])C([H])([H])C1=C(N([H])C(\C([H])=C2/N([H])C(=O)C(=C2C([H])=C([H])[H])C([H])([H])[H])=C1C([H])([H])[H])C([H])([H])C1=C(C(=C(N1[H])C(\[H])=C1\N([H])C(=O)C(C([H])=C([H])[H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)O[H],-4.78
CCCCCCC(O)=O,-1.64
NC1=CC=C(C=C1)C(=O)NCC(O)=O,-1.79
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](O)CC[C@]12C,-4.66
[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,-4.11
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,-3.77
OC(=O)CC(O)=O,0.28
OC(=O)C(=O)CC1=CNC2=CC=CC=C12,-2.93
N[C@@H](CCONC(N)=N)C(O)=O,-1.8
CCC(C(O)=O)C(O)=O,-0.15
C[C@@H](O)C(O)=O,0.79
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.38
[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1,-3.11
O=C(\C=C\C1=CC=CC=C1)C1=CC=CC=C1,-4.53
COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O,-1.58
OC(=O)CCC(=O)CC(O)=O,-0.64
O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,-0.52
OC(=O)CCCCCC(O)=O,-1.08
CC(C)(O)CC(O)=O,0.51
OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.17
OC(=O)CCCC(=O)NCC(O)=O,-1.18
[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])([H])[H],-3.88
OC(=O)CC1=C(O)C=CC=C1,-1.38
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,-0.09
NCCCCNC(N)=N,-1.56
NCCC1=CC(O)=C(O)C=C1,-1.31
NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,-1.27
N[C@H](CCCNC(N)=N)C(O)=O,-1.88
CCCCCCCCC(O)=O,-2.75
COC1=CC(C=O)=CC=C1O,-1.48
[H]OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],-1.24
OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.1
CCC(=C)C(O)=O,-0.2
OC(=O)CNC(=O)CCC1=CC=CC=C1,-2.92
OCC(O)CO,1.1
NC(N)=NCCCC(O)=O,-1.72
NC1=CC=CC(=C1)C(O)=O,-1.33
COC1=C(O)C=CC(\C=C\C(O)=O)=C1,-2.33
NCCC1=CNC=N1,0.18
CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,-1.23
O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O,0.76
[H]OC([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@@]1([H])C1=C([H])C([H])([H])[C@]3([H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])[C@]4([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H],-6.21
OC(=O)CCCCC1=CC=CC=C1,-2.94
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H],-4.7
OC[C@H]1O[C@@H](OC2=C(CO)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,-1.06
O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,0.18
CC(C)C1=CC=C(C)C=C1,-3.9
CC(C)C[C@H](N)C(O)=O,-0.27
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],-3.66
NC(CC1=CC=CC=C1O)C(O)=O,-1.51
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,-2.16
NC[C@H](O)CC[C@H](N)C(O)=O,-0.12
OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O,0.15
OC(CC1=CC=CC=C1)C(O)=O,-1.23
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)\C=C\[C@H](C)C(C)C,-5.96
CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O,-1.78
NCCCCC(O)=O,0.24
O[C@@H]1COC(O)[C@H](O)[C@H]1O,0.91
OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1,-2.1
[H]\C(=C(\[H])[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@@]([H])(CC)C(C)C,-7.18
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])OC(=O)C([H])([H])[H],-2.46
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O,-1.01
OCCC(O)=O,0.86
N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,-2.1
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])OC(=O)C([H])([H])[H],-2.97
C[N+](C)(C)CC([O-])=O,-1.94
OC(C(O)=O)C1=CC=C(O)C(O)=C1,-1.24
OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,0.82
[H]C1=C(N=C(C(=N1)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-0.37
CCC(=O)NCC(O)=O,-0.59
OC(=O)C1=CC=CN1,0.17
OC(=O)C1CCCCN1,0.09
[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,-7.23
CC1=CC=C(C=O)C=C1,-1.91
